max_depth,colsample_bytree,lambda,alpha,eta,log_num_round,cv_score,cv_std
5.856603216333729,0.6318997634879188,8.052231968327465,7.546476915298572,0.6175030658193401,0.3232301715374583,0.5366148631897321,0.0106321077870483
2.1037597467970075,0.7356675515602096,5.216471523936342,2.959617068796787,0.907690172315046,6.5993638088843705,0.3069451505326751,0.0221878967760097
5.168241174631377,0.3272822647621015,9.086488808086685,8.839364795611862,0.5578300513617244,5.724304403577608,0.324588547192793,0.0120604904367652
5.744019412693059,0.9218854163872964,3.1923608898854527,3.255116378322488,0.6106912948361518,6.585724820436438,0.32443930729166,0.0154331534419325
4.492535061512952,0.7288469942278061,0.9045934927090736,1.6501589771914849,0.0873176788641179,3.1313185787945024,0.3672975766583254,0.0087024543096611
3.1239832276542385,0.5654171496106982,3.0070005663620334,3.925292439465873,0.3893226707028094,4.541831732953176,0.2823081615860655,0.0151272375724804
2.99031432379812,0.1850615452214506,1.1398436186354977,0.934603745586503,0.1256324356481659,3.850999705562163,0.3090672481411001,0.0084194548205299
5.802653560994793,0.4046737220488957,8.286813263076766,8.211056578369284,0.3401869224256773,4.483774859722303,0.3176829009466423,0.0096058891579982
2.8455541828126774,0.690426934313028,0.4689631938924976,1.5115201964256386,0.3641833463830253,1.966617458489627,0.3703037752206958,0.0111905234200885
2.4416990708700514,0.4697415157018462,6.262871483113925,3.841144486921996,0.7851387814000661,2.256534817055304,0.3367200924946079,0.0134803253547641
5.426799091838986,0.462313293666629,5.475861559192436,9.442607122388011,0.0879612482554784,0.1904983653757955,0.6648854233389533,0.0015602862309862
6.766966730974683,0.6368786295458513,8.192869956700687,9.876254749018722,0.4580175695100564,2.2729692048827608,0.3471055733931016,0.0093521432057198
2.0197413316395725,0.5374813304266713,1.989475396788123,4.5630454709478405,0.3491805282505538,1.815569065526456,0.4219139682076812,0.0094100069169409
4.560961316928883,0.6678773228348939,8.568503024577332,8.261228438427398,0.6546665859141674,4.181836414969832,0.3296038140510254,0.0144553737777634
